,premise,text
613,SARS-CoV-2 can survive for weeks on surfaces.,"Preprint :  The present study shows that #COVIDー19 can often present as a common cold-like illness . #SARS_COV_2 can actively replicate in the upper respiratory tract , and is shed for a prolonged time after symptoms end , including in stool .  HTTPURL #coronavirus"
614,SARS-CoV-2 can survive for weeks on surfaces.,HTTPURL #COVID19 Structural Task Force This repository is a global public resource for the structures from beta-coronavirus with a focus on SARS-CoV and SARS-CoV - 2 . has files for 19 of the 28 proteins in SARS-CoV and SARS-CoV - 2 #StructuralBiology
615,SARS-CoV-2 can survive for weeks on surfaces.,@USER Fresh and frozen food can harbor SARS-CoV - 2 for at least 21 days HTTPURL @USER #Contamination #Coronavirus #Fish #Meat #Pandemic #Virus #CoronavirusDisease #COVID19 #Foodborne #FoodSafety #SARSCoV2
616,SARS-CoV-2 can survive for weeks on surfaces.,What does science say about the origin of the SARS-CoV - 2 #coronavirus ? Why the controversies ? HTTPURL HTTPURL
617,SARS-CoV-2 can survive for weeks on surfaces.,A textile treatment from @USER has been proven effective against SARS-CoV - 2 in the laboratory . #coronavirus #SARSCoV2 #covid19 HTTPURL
618,SARS-CoV-2 can survive for weeks on surfaces.,"SARS-CoV - 2 droplets travel further and last longer than thought , and even more in humid air HTTPURL @USER #Coronavirus #Pandemic #Tuberculosis #Virus #COVID19 #SARSCoV2 HTTPURL"
619,SARS-CoV-2 can survive for weeks on surfaces.,The #WHO has recognized that SARS-CoV - 2 can be transmitted through the air . #Aerosol #detection will be a key player in reducing the impacts of COVID - 19 . HTTPURL #Biotechnology #PublicHealth #CANARY_COVID #COVID19
620,SARS-CoV-2 can survive for weeks on surfaces.,SARS-CoV - 2 uses the protein polymerase to replicate its genome inside infected human cells . What if you could stop this reaction ? Researchers have identified a library of molecules that shut down the SARS-CoV - 2 polymerase reaction . #coronavirus #protein HTTPURL
621,SARS-CoV-2 can survive for weeks on surfaces.,"But how long can the new #coronavirus linger on surfaces : A new analysis found that the virus can remain viable : • On Air for up to 3 hours , • On Copper for up to 4 hours , • On Cardboard up to 24 hours and • On Plastic and stainless steel up to 72 hours HTTPURL"
622,SARS-CoV-2 can survive for weeks on surfaces.,"Since #coronavirus ( COVID - 19 ) can live on surfaces for as long as a few days , it 's important to make sure you are cleaning high-touch items and areas thoroughly . Here 's what some of those hot spots are ! HTTPURL"
623,SARS-CoV-2 can survive for weeks on surfaces.,"COVID - 19 has become a global health risk , and understanding the response of the host to the SARS-CoV - 2 virus will help to combat the disease . #coronavirus #virology HTTPURL"
624,SARS-CoV-2 can survive for weeks on surfaces.,"New info on virus viability on surfaces : HTTPURL ( unpublished ) 3 hours in aerosol , up to 4 hours on copper , up to 24 hours on 37 cardboard and up to 2-3 days on plastic and stainless steel . #covid19 #covid19FOAM"
625,SARS-CoV-2 can survive for weeks on surfaces.,Hands up who thought  SARS-CoV - 2  was one of the droids from Star Wars ... #Coronavirus
626,SARS-CoV-2 can survive for weeks on surfaces.,New #COVID19 preprint : Structure of replicating SARS-CoV - 2 polymerase HTTPURL
627,SARS-CoV-2 can survive for weeks on surfaces.,New article : Safety Considerations in the Laboratory Testing of Specimens Suspected or Known to Contain the Severe Acute Respiratory Syndrome Coronavirus 2 ( SARS-CoV - 2 ) . HTTPURL #coronavirus #COVID19 #2019ncov
628,SARS-CoV-2 can survive for weeks on surfaces.,"How long does COVID - 19 last on hard surfaces ? The following graphic summarizes a study by the U . S . Institute of Allergy and Infectious Diseases ( Mar . 17 ) HTTPURL #covid19 #coronavirus 3 DAYS on plastic & stainless steel , 1 DAY on cardboard , 4 HRS on copper HTTPURL"
629,SARS-CoV-2 can survive for weeks on surfaces.,#CoronavirusPandemic #COVID19 1st Case Study - Scientific Paper Prevalence of IgG antibodies to SARS-CoV - 2 in Wuhan - implications for the ability to produce long-lasting protective antibodies against SARS-CoV - 2 HTTPURL
630,SARS-CoV-2 can survive for weeks on surfaces.,Spiking Pandemic Potential : Structural and Immunological aspects of SARS-CoV - 2 HTTPURL #SARSCoV2 #COVID19
631,SARS-CoV-2 can survive for weeks on surfaces.,Every state 's healthcare capacity will have an outsized impact on Covid - 19 deaths . #COVID19 #Coronavirus #SARS-Cov-2 HTTPURL
632,SARS-CoV-2 can survive for weeks on surfaces.,":pushpin: NEWS : Special call for proposals - Fight SARS-CoV 2 We would like to support projects developing innovative technologies and methods , regarding the analysis , diagnosis and / or treatment , to fight SARS-CoV - 2 More info : HTTPURL #coronavirus #sarscov2 #covid19"
633,SARS-CoV-2 can survive for weeks on surfaces.,"COVID - 19 , aka SARS-CoV - 2 , may have adapted to the human organism without biotechnological transition , this does not exclude that it may have originated in the laboratory , “ and there are documented instances of laboratory escapes of SARS-CoV ” #COVID19 #SARSCoV2 #Biotechnologies"
634,SARS-CoV-2 can survive for weeks on surfaces.,Preliminary reports suggest that #pets living in close contact with #COVID-19 positive owners did not test positive for #SARS-CoV-2 . HTTPURL #covidpets #animalsathome
635,SARS-CoV-2 can survive for weeks on surfaces.,@USER #covid19 can survive 7 days on masks ... have noticed masks discarded on the street . HTTPURL
636,SARS-CoV-2 can survive for weeks on surfaces.,The #CoronaVirus can live on hard surfaces die 9 days I 've read . I hope my postal carrier and whomever handles my mail does n't spread it .
637,SARS-CoV-2 can survive for weeks on surfaces.,No evidence that flu vaccines raise risk of #SARS_COV_2 or #COVID19 . HTTPURL @USER
638,SARS-CoV-2 can survive for weeks on surfaces.,"Many human coronaviruses can remain infectious on inanimate surfaces for up to 9 days . Sodium hypochlorite or ethanol significantly disinfect surfaces , reducing infectivity within 1 min exposure time . Full recs here : HTTPURL #Covid_19 @USER"
639,SARS-CoV-2 can survive for weeks on surfaces.,FYI : #COVID19 is at least 10 times more dangerous than the common flu .
640,SARS-CoV-2 can survive for weeks on surfaces.,17 days the #Covid19 stayed alive onboard a cruise ship . Yuck !
641,SARS-CoV-2 can survive for weeks on surfaces.,"graphic shows how long the #coronavirus lives on surfaces like cardboard , plastic , and steel . #COVID19 #FlattenTheCurve HTTPURL @USER"
642,SARS-CoV-2 can survive for weeks on surfaces.,@USER hello ! Good morning ! How does it feel to be safe from SARS-CoV - 2 ? #COVID-19
643,SARS-CoV-2 can survive for weeks on surfaces.,@USER Novel antibody test for SARS-CoV - 2 HTTPURL @USER #Angiotensin #ACE2 #Antibodies #Assay #Coronavirus #COVID19 #SARSCoV2
644,SARS-CoV-2 can survive for weeks on surfaces.,Every two weeks we are only two weeks away . #Covid19 #coronavirus .
645,SARS-CoV-2 can survive for weeks on surfaces.,. @USER guidelines for #crewmember safety during #SARS-CoV-2 #CoronaVirus HTTPURL
646,SARS-CoV-2 can survive for weeks on surfaces.,Up to 3 days on plastic and steel ? #coronavirus HTTPURL
647,SARS-CoV-2 can survive for weeks on surfaces.,I would probably survive #COVID19 - might not even get symptoms - but I am terrified for our elderly .
648,SARS-CoV-2 can survive for weeks on surfaces.,"@USER This kind of contact infection is relevant for Norovirus , which survives very long on hands and even in laundry . #COVID19 , on the other hand , spreads mostly by droplets through air . Known infections in restaurants were driven by ventilation ."
649,SARS-CoV-2 can survive for weeks on surfaces.,"Does anyone know what the shelf life of the #coronavirus is ? I mean , if someone sneezes on an item in a store , how long does the virus stay alive to infect you ?"
650,Avocado and mint tea cures coronavirus.,so steam bath 4 times day kills #coronavirus ?
651,Avocado and mint tea cures coronavirus.,@USER #coronavirus cures the FLU !
652,Avocado and mint tea cures coronavirus.,Kill #coronavirus on surfaces with STEAM . Simple . Alcohol wipes only do so much .
653,Avocado and mint tea cures coronavirus.,The #coronavirus was a scam .
654,Avocado and mint tea cures coronavirus.,Some of yall using this #coronavirus for clout .
655,Avocado and mint tea cures coronavirus.,The #coronavirus is an act of war !
656,Avocado and mint tea cures coronavirus.,Democrats and the Chinese communist government colluded to create the #coronavirus to bring down Trump . Prove us wrong .
657,Avocado and mint tea cures coronavirus.,"There is no cure for the #Coronavirus , but using soap and water to wash your hands kills it ? Am i missing something ?"
658,Avocado and mint tea cures coronavirus.,"@USER The #coronavirus kills liars , too ."
659,Avocado and mint tea cures coronavirus.,The person that died of coronavirus was probably killed by Hillary Clinton ! #Coronavirus is a hoax !
660,Avocado and mint tea cures coronavirus.,"I have some good #news , #hydroxychloriquine can cure the #coronavirus . But , the problem is that it 's not tested ."
661,Avocado and mint tea cures coronavirus.,Lost my taste #coronavirus ?
662,Avocado and mint tea cures coronavirus.,I am more concerned about the Diabetes epidemic than #coronavirus .
663,Avocado and mint tea cures coronavirus.,Self-promotion in the age of #coronavirus . Discuss .
664,Avocado and mint tea cures coronavirus.,Can you get the #coronavirus #COVIDー19 again once you recover ?
665,Avocado and mint tea cures coronavirus.,Now #coronavirus is a racial issue . Fuck these ppl .
666,Avocado and mint tea cures coronavirus.,Be Safe from #coronavirus infection .
667,Avocado and mint tea cures coronavirus.,I want to know how people are recovering from #coronavirus . What is the treatment protocol ?
668,Avocado and mint tea cures coronavirus.,There was no #coronavirus when Obama was president . Just food for thought ...
669,Avocado and mint tea cures coronavirus.,#Coronavirus of course we do .
670,Avocado and mint tea cures coronavirus.,Wake me up when #coronavirus ends .
671,Avocado and mint tea cures coronavirus.,I really dont care if Ted Cruz gets the #coronavirus . I just dont care .
672,Avocado and mint tea cures coronavirus.,how much money is the healthcare industry making off of #coronavirus ?
673,Avocado and mint tea cures coronavirus.,JK the studio is closed indefinitely for #coronavirus .
674,Avocado and mint tea cures coronavirus.,@USER :folded_hands: :medium_skin_tone: praying a cure / vaccine for #Coronavirus #COVID19 will be made soon .
675,Avocado and mint tea cures coronavirus.,"#coronavirus At last less fuel , less meetings and more benefits for the environment ."
676,Avocado and mint tea cures coronavirus.,@USER Criminals are immune to #coronavirus outside of jail .
677,Avocado and mint tea cures coronavirus.,The dark forces of the #coronavirus will not win while I 'm on campus .
678,Avocado and mint tea cures coronavirus.,@USER But will it stop #Coronavirus ?
679,Avocado and mint tea cures coronavirus.,The #coronavirus bamboozled us #All .
680,Avocado and mint tea cures coronavirus.,This crazed reaction to the #coronavirus is categorically moronic .
681,Avocado and mint tea cures coronavirus.,#Covid_19 is fake . Shut . Up .
682,Avocado and mint tea cures coronavirus.,What are the symptoms of #CoronaVirus ?
683,Avocado and mint tea cures coronavirus.,"Governments are facing the age old  Avocado Problem  regarding #COVID19 #CoronavirusOutbreak Eating an avocado when its just  right  ... No too soon not ready , no too soon , no still too soon ... Damn Too late ! Judging when and how to react is not an easy decision ."
684,Avocado and mint tea cures coronavirus.,#coronavirus can only be beaten by staying inside ... and subscribing to my only fans .
685,Avocado and mint tea cures coronavirus.,Which administration has handled #coronavirus the best .
686,Avocado and mint tea cures coronavirus.,Call me weird but I kept soap and toilet paper in the house before the #coronavirus was a thing .
687,Avocado and mint tea cures coronavirus.,And now everyone 's in UK take the #coronavirus very seriously .
688,Avocado and mint tea cures coronavirus.,#Coronavirus is a black swan ...
689,Avocado and mint tea cures coronavirus.,Approximately 0.000001 % of the world is currently infected with the #CoronaVirus . Everybody needs to chill .
690,Avocado and mint tea cures coronavirus.,"If you voted for Trump , the spread of #coronavirus is , in part , your fault ."
691,Avocado and mint tea cures coronavirus.,"#CoronaVirusUpdate Rotini is the shittiest pasta . There , I said it ."
692,Avocado and mint tea cures coronavirus.,My grandmother has sadly passed away due to the #coronavirus .
693,Avocado and mint tea cures coronavirus.,Does G-d have the #coronavirus antibody ?
694,Avocado and mint tea cures coronavirus.,No one dies from #covid_19 .
695,Avocado and mint tea cures coronavirus.,"@USER As soon as Trump says smoking cures #COVID_19 , you 're right . Revenue will rise ."
696,Avocado and mint tea cures coronavirus.,#Coronavirus is just a NEW flu virus - it will disappear in Summer . Why panic ? Just ban the flu infected Americans from traveling abroad .
697,Avocado and mint tea cures coronavirus.,#coronavirus is gonna have all the sweats out on Fortnite today . Guess I 'll go to work .
698,Avocado and mint tea cures coronavirus.,Does #coronavirus respond to tax cuts ?
699,Avocado and mint tea cures coronavirus.,can #coronavirus be April fool ?
700,Vitamin C cures coronavirus.,The #coronavirus was a scam .
701,Vitamin C cures coronavirus.,so steam bath 4 times day kills #coronavirus ?
702,Vitamin C cures coronavirus.,@USER #coronavirus cures the FLU !
703,Vitamin C cures coronavirus.,Be Safe from #coronavirus infection .
704,Vitamin C cures coronavirus.,What are the symptoms of #CoronaVirus ?
705,Vitamin C cures coronavirus.,#Coronavirus possible treatment using Vitamin C #Qanon HTTPURL
706,Vitamin C cures coronavirus.,Kill #coronavirus on surfaces with STEAM . Simple . Alcohol wipes only do so much .
707,Vitamin C cures coronavirus.,The person that died of coronavirus was probably killed by Hillary Clinton ! #Coronavirus is a hoax !
708,Vitamin C cures coronavirus.,The #coronavirus is an act of war !
709,Vitamin C cures coronavirus.,#Coronavirus of course we do .
710,Vitamin C cures coronavirus.,"@USER The #coronavirus kills liars , too ."
711,Vitamin C cures coronavirus.,Dr . Saul REAL News how vitamin C fights coronavirus SARS HTTPURL #covid-19 #health #Andrew #Canada
712,Vitamin C cures coronavirus.,I want to know how people are recovering from #coronavirus . What is the treatment protocol ?
713,Vitamin C cures coronavirus.,#Covid_19 is fake . Shut . Up .
714,Vitamin C cures coronavirus.,#coronavirus lockdown continues !
715,Vitamin C cures coronavirus.,How many Missionaries have #Coronavirus ?
716,Vitamin C cures coronavirus.,Expose #CORONAVIRUS do not hide it destroys every one .
717,Vitamin C cures coronavirus.,"#Coronavirus It 's an infection , it needs a prescription !"
718,Vitamin C cures coronavirus.,"There is no cure for the #Coronavirus , but using soap and water to wash your hands kills it ? Am i missing something ?"
719,Vitamin C cures coronavirus.,how much money is the healthcare industry making off of #coronavirus ?
720,Vitamin C cures coronavirus.,JK the studio is closed indefinitely for #coronavirus .
721,Vitamin C cures coronavirus.,No one dies from #covid_19 .
722,Vitamin C cures coronavirus.,Now #coronavirus is a racial issue . Fuck these ppl .
723,Vitamin C cures coronavirus.,HTTPURL #CoronavirusOutbreak Things that make you think Hmmmmm .
724,Vitamin C cures coronavirus.,I am more concerned about the Diabetes epidemic than #coronavirus .
725,Vitamin C cures coronavirus.,Some of yall using this #coronavirus for clout .
726,Vitamin C cures coronavirus.,#Coronavirus can some one tell me how it spreaded .
727,Vitamin C cures coronavirus.,The #coronavirus bamboozled us #All .
728,Vitamin C cures coronavirus.,Be Safe from #coronavirus infection 2
729,Vitamin C cures coronavirus.,Can you get the #coronavirus #COVIDー19 again once you recover ?
730,Vitamin C cures coronavirus.,I really dont care if Ted Cruz gets the #coronavirus . I just dont care .
731,Vitamin C cures coronavirus.,Democrats and the Chinese communist government colluded to create the #coronavirus to bring down Trump . Prove us wrong .
732,Vitamin C cures coronavirus.,#Coronavirus is a black swan ...
733,Vitamin C cures coronavirus.,you cant let #coronavirus stop you from living your life ! self care people !
734,Vitamin C cures coronavirus.,@USER Criminals are immune to #coronavirus outside of jail .
735,Vitamin C cures coronavirus.,@USER He 's the #Coronavirus Messiah .
736,Vitamin C cures coronavirus.,@USER ... about #coronavirus ? ?
737,Vitamin C cures coronavirus.,@USER But will it stop #Coronavirus ?
738,Vitamin C cures coronavirus.,#Coronavirus is just a NEW flu virus - it will disappear in Summer . Why panic ? Just ban the flu infected Americans from traveling abroad .
739,Vitamin C cures coronavirus.,There was no #coronavirus when Obama was president . Just food for thought ...
740,Vitamin C cures coronavirus.,People need to listen to @USER HTTPURL #VitaminC #coronavirus #CoronavirusOutbreak #COVID19 #CoronaLockdown @USER
741,Vitamin C cures coronavirus.,#coronavirus or shopping ?
742,Vitamin C cures coronavirus.,@USER So how is the battle against the #coronavirus going ?
743,Vitamin C cures coronavirus.,Which administration has handled #coronavirus the best .
744,Vitamin C cures coronavirus.,Does #coronavirus respond to tax cuts ?
745,Vitamin C cures coronavirus.,Self-promotion in the age of #coronavirus . Discuss .
746,Vitamin C cures coronavirus.,Approximately 0.000001 % of the world is currently infected with the #CoronaVirus . Everybody needs to chill .
747,Vitamin C cures coronavirus.,Defeat #Corona Defeat #BernieSanders .
748,Vitamin C cures coronavirus.,@USER #coronavirus definitely looks like this .
749,Vitamin C cures coronavirus.,@USER Probably more important than not spreading #CoronaVirus .
750,Coronavirus can only survive in cold temperatures.,Coronavirus can't survive in hotness so rumors of it ending in June make sense ! #CoronaVirusUpdate #CoronavirusPandemic
751,Coronavirus can only survive in cold temperatures.,Kill #coronavirus on surfaces with STEAM . Simple . Alcohol wipes only do so much .
752,Coronavirus can only survive in cold temperatures.,Some coronaviruses can last for up to 28 days in cold temps ( 4 ° c / 40 ° f ) #coronavirus #COVID19 HTTPURL
753,Coronavirus can only survive in cold temperatures.,@USER When it starts to get hotter the #Coronavirus is going to spread all over America quickly .
754,Coronavirus can only survive in cold temperatures.,Be Safe from #coronavirus infection .
755,Coronavirus can only survive in cold temperatures.,What are the symptoms of #CoronaVirus ?
756,Coronavirus can only survive in cold temperatures.,#Coronavirus can some one tell me how it spreaded .
757,Coronavirus can only survive in cold temperatures.,Can you get the #coronavirus #COVIDー19 again once you recover ?
758,Coronavirus can only survive in cold temperatures.,#Coronavirus of course we do .
759,Coronavirus can only survive in cold temperatures.,First report of #coronavirus in Bhutan .
760,Coronavirus can only survive in cold temperatures.,#Coronavirus is just a NEW flu virus - it will disappear in Summer . Why panic ? Just ban the flu infected Americans from traveling abroad .
761,Coronavirus can only survive in cold temperatures.,#coronavirus can only be beaten by staying inside ... and subscribing to my only fans .
762,Coronavirus can only survive in cold temperatures.,#coronavirus lockdown continues !
763,Coronavirus can only survive in cold temperatures.,Expose #CORONAVIRUS do not hide it destroys every one .
764,Coronavirus can only survive in cold temperatures.,so steam bath 4 times day kills #coronavirus ?
765,Coronavirus can only survive in cold temperatures.,Imagine how quickly #coronavirus would spread from one person in a crowded pub .
766,Coronavirus can only survive in cold temperatures.,The dark forces of the #coronavirus will not win while I 'm on campus .
767,Coronavirus can only survive in cold temperatures.,"The #Coronavirus really is just a bad cold , people have died from colds and flu in the past . it 's like we are just noticing that colds can kill ..."
768,Coronavirus can only survive in cold temperatures.,@USER #Coronavirus is now at a point where many people do not fear it anymore .
769,Coronavirus can only survive in cold temperatures.,"Does anyone know what the shelf life of the #coronavirus is ? I mean , if someone sneezes on an item in a store , how long does the virus stay alive to infect you ?"
770,Coronavirus can only survive in cold temperatures.,So what happens if a vaccine is not found for #Covid_19 ? Self isolation and social distancing can only go so far .
771,Coronavirus can only survive in cold temperatures.,@USER Can it kill #fluvirus such as #coronavirus #H1N1 etc ?
772,Coronavirus can only survive in cold temperatures.,Does #coronavirus respond to tax cuts ?
773,Coronavirus can only survive in cold temperatures.,Be Safe from #coronavirus infection 2
774,Coronavirus can only survive in cold temperatures.,The #coronavirus is an act of war !
775,Coronavirus can only survive in cold temperatures.,@USER Can anyone answer a simple question . How long can the #Covid-19 live on a surface ?
776,Coronavirus can only survive in cold temperatures.,can #coronavirus be April fool ?
777,Coronavirus can only survive in cold temperatures.,@USER Moderate to heavy rainfall at night is good to wash away #Coronavirus #COVID19 on most outside surfaces .
778,Coronavirus can only survive in cold temperatures.,The #coronavirus was a scam .
779,Coronavirus can only survive in cold temperatures.,"The #coronavirus survives longer on surfaces when temperatures are low and humidity is high . That could explain why New York was hit so hard , while Singapore was not . HTTPURL"
780,Coronavirus can only survive in cold temperatures.,"To be perfectly honest , the only thing that the #coronavirus lockdown has changed in our lives is not being able to sit down at a restaurant ."
781,Coronavirus can only survive in cold temperatures.,Wake me up when #coronavirus ends .
782,Coronavirus can only survive in cold temperatures.,6 . On fabric it can survive for 6-12 hours . normal laundry detergent will kill it . 7 . Drinking warm water is effective for all viruses . Try not to drink liquids with ice . 8 . Wash your hands frequently as the virus can only live on your hands for 5-10 minutes . #CoronaVirusUpdate
783,Coronavirus can only survive in cold temperatures.,"There is no cure for the #Coronavirus , but using soap and water to wash your hands kills it ? Am i missing something ?"
784,Coronavirus can only survive in cold temperatures.,I want to know how people are recovering from #coronavirus . What is the treatment protocol ?
785,Coronavirus can only survive in cold temperatures.,#CoronavirusOutbreak What kind of a situation are you in ?
786,Coronavirus can only survive in cold temperatures.,The #coronavirus is just a new flu virus . That 's all . It will disappear in Spring / Summer . Stop using it to enhance #Racism against Asians !
787,Coronavirus can only survive in cold temperatures.,@USER Can you kill #coronavirus ? ?
788,Coronavirus can only survive in cold temperatures.,Every two weeks we are only two weeks away . #Covid19 #coronavirus .
789,Coronavirus can only survive in cold temperatures.,@USER Figures - the number of cases would go up as the colder weather approaches - #COVIDー19 is a #coronavirus - that 's the same strain as the #flu - flu season begins as temperatures drop .
790,Coronavirus can only survive in cold temperatures.,We can only hope the #coronavirus gets the #MoronAVirus before it 's too late .
791,Coronavirus can only survive in cold temperatures.,"Feed a cold , starve a fever ... and by the fear of #coronavirus consume consume CONSUME !"
792,Coronavirus can only survive in cold temperatures.,The #coronavirus does n't have an ethnicity . Only a fool would think otherwise .
793,Coronavirus can only survive in cold temperatures.,"#Coronavirus By the way , it 's a virus and hand sanitizer is only anti-bacterial ... so it 's useless against a virus . Washing your hands w soap & water is the only way ."
794,Coronavirus can only survive in cold temperatures.,Due to #coronavirus I found out that my daily lifestyle is called ' quarantine ' .
795,Coronavirus can only survive in cold temperatures.,How many Missionaries have #Coronavirus ?
796,Coronavirus can only survive in cold temperatures.,And now everyone 's in UK take the #coronavirus very seriously .
797,Coronavirus can only survive in cold temperatures.,Some of yall using this #coronavirus for clout .
798,Coronavirus can only survive in cold temperatures.,No one dies from #covid_19 .
799,Coronavirus can only survive in cold temperatures.,#Coronavirus is still there . #lockdownindia still exists .
800,COVID-19 is only as deadly as the seasonal flu.,FYI : #COVID19 is at least 10 times more dangerous than the common flu .
801,COVID-19 is only as deadly as the seasonal flu.,Seems like #covid19 is the biggest fraud in history .
802,COVID-19 is only as deadly as the seasonal flu.,No one dies from #covid_19 .
803,COVID-19 is only as deadly as the seasonal flu.,#Covid_19 is fake . Shut . Up .
804,COVID-19 is only as deadly as the seasonal flu.,@USER #Covid_19 IS A FRAUD .
805,COVID-19 is only as deadly as the seasonal flu.,@USER Absolute rubbish . Theres no such thing as #COVID19 . Its the flu .
806,COVID-19 is only as deadly as the seasonal flu.,@USER The #Coronavirus is purportedly about 2 % stronger than the common flu .
807,COVID-19 is only as deadly as the seasonal flu.,"No , #COVID_19 is not ‘ as deadly as the flu ' see below HTTPURL"
808,COVID-19 is only as deadly as the seasonal flu.,"So now that we 've surpassed 90,000 deaths in a few months , can we drop the narrative that #covid19 is less deadly than the flu ?"
809,COVID-19 is only as deadly as the seasonal flu.,#Covid_19 is the 4th deadliest event in US history .
810,COVID-19 is only as deadly as the seasonal flu.,At what point will #Covid19 become irrelevant ?
811,COVID-19 is only as deadly as the seasonal flu.,"@USER It is a bad illness , just as the flu is a bad illness . We responded to #COVID as if it was the 1918 Flu Pandemic where 50 million people died , when it is no more damaging than the seasonal flu . This is the core of my argument ... proportionality ."
812,COVID-19 is only as deadly as the seasonal flu.,The #coronavirus was a scam .
813,COVID-19 is only as deadly as the seasonal flu.,#Covid19 is OVER . . . . . . . Pass it on ...
814,COVID-19 is only as deadly as the seasonal flu.,#Trump 's handling of #Covid_19 is a monumental failure .
815,COVID-19 is only as deadly as the seasonal flu.,@USER The deaths in March for #Covid19 are less than Deaths from B strain flu in December 2019 .
816,COVID-19 is only as deadly as the seasonal flu.,#COVID19 is still a real health threat .
817,COVID-19 is only as deadly as the seasonal flu.,@USER This #COVID19 is at least 10 times deadlier than the flu with NO known cure . Taking no action to prevent spread is unacceptable .
818,COVID-19 is only as deadly as the seasonal flu.,Does anyone actually know someone who has contracted #COVID-19 ? ?
819,COVID-19 is only as deadly as the seasonal flu.,@USER #Covid19 is in the eyes of the lover . Only #COVID1984 is for real .
820,COVID-19 is only as deadly as the seasonal flu.,@USER #coronavirus is 20 % deadlier than the flu . Countries do n't lock down millions of people for the flu .
821,COVID-19 is only as deadly as the seasonal flu.,The #coronavirus is an act of war !
822,COVID-19 is only as deadly as the seasonal flu.,When will #Covid_19 Corona end ?
823,COVID-19 is only as deadly as the seasonal flu.,"@USER Seasonal flu 0.01 % morbidity , #Covid_19 3-17 % that 's why . Could wipeout 100,000 ' s in the UK ."
824,COVID-19 is only as deadly as the seasonal flu.,@USER Figures - the number of cases would go up as the colder weather approaches - #COVIDー19 is a #coronavirus - that 's the same strain as the #flu - flu season begins as temperatures drop .
825,COVID-19 is only as deadly as the seasonal flu.,"#Covid-19 Stay at home Stay Safe , Wash your Hands regularly . Prevent the spread of the pandemic ."
826,COVID-19 is only as deadly as the seasonal flu.,#Covid-19 is actually #Wuhan-400 China must be punished .
827,COVID-19 is only as deadly as the seasonal flu.,I dont think we Indians are taking #coronavirus as seriously as we should . Be prepared to face the full force of the deadly COVID 19 in the coming days .
828,COVID-19 is only as deadly as the seasonal flu.,@USER Only 1 % of the American population has been tested for #COVID19 . FACT .
829,COVID-19 is only as deadly as the seasonal flu.,The only thing scarier than something like #Covid_19 is the people who think it 's OK to live like this for the next 60-70 years .
830,COVID-19 is only as deadly as the seasonal flu.,@USER The flu mutates and comes back as a different strain . There is a chance #COVID will too .
831,COVID-19 is only as deadly as the seasonal flu.,Have you encountered someone who until now still believes #Covid_19 is a myth ?
832,COVID-19 is only as deadly as the seasonal flu.,Every two weeks we are only two weeks away . #Covid19 #coronavirus .
833,COVID-19 is only as deadly as the seasonal flu.,The #coronavirus bamboozled us #All .
834,COVID-19 is only as deadly as the seasonal flu.,@USER #COVID19 - whether deadly or not - was the gateway to a global economic reset !
835,COVID-19 is only as deadly as the seasonal flu.,#Coronavirus is just a NEW flu virus - it will disappear in Summer . Why panic ? Just ban the flu infected Americans from traveling abroad .
836,COVID-19 is only as deadly as the seasonal flu.,"Yes , I think #COVID19 will kill me . That 's just a fact ."
837,COVID-19 is only as deadly as the seasonal flu.,Live and let die fuck #Covid_19 . Quarantine the ones at risk .
838,COVID-19 is only as deadly as the seasonal flu.,#COVID19 has exposed the incompetence of some governments .
839,COVID-19 is only as deadly as the seasonal flu.,#COVID19 is making all the wrong people look like saviors . They know who they are .
840,COVID-19 is only as deadly as the seasonal flu.,@USER #COVID19 mortality for any under 60 with no pre-existing condition is LOWER than influenza What is the malfunction ?
841,COVID-19 is only as deadly as the seasonal flu.,"@USER Different from flu . Four percent death rate and we are just getting started . In addition , we have a vaccine for the flu , we have no vaccine for #COVID19 ."
842,COVID-19 is only as deadly as the seasonal flu.,#Covid_19 The local clinic here has only 5 tests . Apparently they cost $ 3000 EACH . That is insanity .
843,COVID-19 is only as deadly as the seasonal flu.,Everyone panicking over #Covid_19 yet dont say shit about how nasty the #ManFlu is .
844,COVID-19 is only as deadly as the seasonal flu.,Is our collective response to #COVID more damaging than the disease ? Asking for a friend .
845,COVID-19 is only as deadly as the seasonal flu.,A reality tv  star  should not be in charge . #Covid19 is here to stay .
846,COVID-19 is only as deadly as the seasonal flu.,"@USER This assumes the data on #Covid_19 deaths in the United States is fundamentally sound , which it clearly is not ."
847,COVID-19 is only as deadly as the seasonal flu.,"Breaking : There has been 40,585 #Covid_19 deaths in the US as of now ."
848,COVID-19 is only as deadly as the seasonal flu.,This crazed reaction to the #coronavirus is categorically moronic .
849,COVID-19 is only as deadly as the seasonal flu.,"In your opinion , is the potential threat from the #coronavirus being exaggerated ?"
